Z,u1,v1,u2,v2,u3,v3,u4,v4,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6,err1,err2,err3,err4,err5,err6,err7,err8,speed1,speed2,speed3,speed4,speed5,speed6,cmdspeed1,cmdspeed2,cmdspeed3,cmdspeed4,cmdspeed5,cmdspeed6,time,normErr,
35,87,25,87,164,228,25,228,164,-0.0512217,2.17043,-0.693712,0.00502656,1.96224,-0.0422231,-13,-13,-13,-13,-13,0,27,5,27,-33,-17,5,-17,-33,-5.36317e-05,0.00201177,-0.000955483,-6.86081e-05,-0.00156943,-0.000315983,-13,752,-867,10,-251,42,129,56.5685,,
34,87,25,87,164,229,25,229,164,-0.0512217,2.17087,-0.693749,0.00502656,1.96203,-0.0424744,-28,-28,-28,-28,-28,0,27,5,27,-33,-16,5,-16,-33,-0.000114732,0.00192067,-0.000876771,-6.44977e-05,-0.00143154,-0.000281923,-28,717,-795,10,-229,37,129,55.9821,,
36,87,25,87,165,227,25,227,165,-0.0512217,2.17195,-0.693786,0.00502656,1.96203,-0.0424744,18,18,18,18,18,0,27,5,27,-32,-18,5,-18,-32,7.53366e-05,0.00204861,-0.00102873,-7.73667e-05,-0.00170959,-0.000372181,18,765,-933,12,-273,49,130,56.6127,,
36,87,24,87,164,227,24,227,164,-0.0512217,2.17204,-0.693823,0.00502656,1.96182,-0.0424744,16,16,16,16,16,0,27,4,27,-33,-18,4,-18,-33,6.80747e-05,0.0021293,-0.00110053,-7.29362e-05,-0.00185579,-0.000379601,16,795,-999,11,-297,50,128,56.9473,,
36,87,24,87,164,227,24,227,164,-0.0512217,2.17213,-0.693897,0.00502656,1.96182,-0.0424744,16,16,16,16,16,0,27,4,27,-33,-18,4,-18,-33,6.80932e-05,0.00212943,-0.00110043,-7.29367e-05,-0.00185602,-0.000379584,16,796,-999,11,-297,50,129,56.9473,,
34,86,24,86,164,228,24,228,164,-0.0512217,2.17213,-0.694045,0.00502656,1.96161,-0.0424744,-2,-2,-2,-2,-2,0,26,4,26,-33,-17,4,-17,-33,-1.16072e-05,0.00189959,-0.000912747,-6.70863e-05,-0.00153634,-0.000315202,-2,710,-828,10,-246,42,130,55.3805,,
35,87,24,87,164,228,24,228,164,-0.0512217,2.17231,-0.694229,0.00502656,1.96161,-0.0424744,-5,-5,-5,-5,-5,0,27,4,27,-33,-17,4,-17,-33,-2.1859e-05,0.00205404,-0.00102196,-6.70998e-05,-0.00171863,-0.000338663,-5,767,-927,10,-275,45,128,56.3294,,
36,87,24,87,165,227,24,227,165,-0.0512217,2.1724,-0.69434,0.00502656,1.96098,-0.0424744,27,27,27,27,27,0,27,4,27,-32,-18,4,-18,-32,0.000113336,0.00208881,-0.00109932,-7.56328e-05,-0.00186087,-0.00039727,27,780,-997,12,-298,53,129,56.3738,,
34,86,24,86,164,228,24,228,164,-0.0512217,2.17249,-0.694488,0.00502656,1.96077,-0.0424744,-2,-2,-2,-2,-2,0,26,4,26,-33,-17,4,-17,-33,-1.18859e-05,0.00190068,-0.000912411,-6.68661e-05,-0.00153776,-0.000315396,-2,710,-828,10,-246,42,127,55.3805,,
34,86,24,86,164,228,24,228,164,-0.0512217,2.17276,-0.694636,0.00502656,1.96056,-0.0427258,-2,-2,-2,-2,-2,0,26,4,26,-33,-17,4,-17,-33,-1.19175e-05,0.00190101,-0.000912125,-6.68431e-05,-0.00153839,-0.000315413,-2,710,-828,10,-246,42,128,55.3805,,
34,87,24,87,165,229,24,229,165,-0.0512217,2.17285,-0.69471,0.00502656,1.96056,-0.0427258,-15,-15,-15,-15,-15,0,27,4,27,-32,-16,4,-16,-32,-6.29684e-05,0.00195267,-0.000957881,-6.31273e-05,-0.00161219,-0.000316034,-15,729,-869,10,-258,42,129,55.1543,,
35,87,24,87,165,228,24,228,165,-0.0512217,2.17312,-0.694784,0.00502656,1.96056,-0.0427258,3,3,3,3,3,0,27,4,27,-32,-17,4,-17,-32,1.47027e-05,0.00202832,-0.00102988,-6.88087e-05,-0.00174114,-0.000354656,3,758,-934,11,-278,47,129,55.7494,,
34,86,24,86,164,229,24,229,164,-0.0512217,2.17357,-0.694932,0.00502656,1.96035,-0.0427258,-20,-20,-20,-20,-20,0,26,4,26,-33,-16,4,-16,-33,-8.22284e-05,0.00186207,-0.000853738,-6.32029e-05,-0.00142484,-0.00028184,-20,696,-775,10,-228,37,128,54.7814,,
35,87,24,87,166,228,24,228,166,-0.0512217,2.17357,-0.695116,0.00502656,1.95994,-0.0427258,12,12,12,12,12,0,27,4,27,-31,-17,4,-17,-31,5.15103e-05,0.00198926,-0.00102543,-7.12039e-05,-0.00173913,-0.000368845,12,743,-930,11,-278,49,128,55.1815,,
34,86,24,86,165,229,24,229,165,-0.0512217,2.17366,-0.69519,0.00502656,1.95994,-0.0427258,-11,-11,-11,-11,-11,0,26,4,26,-32,-16,4,-16,-32,-4.73786e-05,0.00185057,-0.00087554,-6.44841e-05,-0.00147018,-0.000299751,-11,691,-794,10,-235,40,128,54.1849,,
34,86,24,86,165,229,24,229,165,-0.0512217,2.17375,-0.695301,0.00502656,1.95973,-0.0427258,-11,-11,-11,-11,-11,0,26,4,26,-32,-16,4,-16,-32,-4.74429e-05,0.00185083,-0.00087546,-6.44311e-05,-0.00147052,-0.000299795,-11,691,-794,10,-235,40,130,54.1849,,
34,86,24,86,165,229,24,229,165,-0.0512217,2.17402,-0.695412,0.00502656,1.95973,-0.0427258,-11,-11,-11,-11,-11,0,26,4,26,-32,-16,4,-16,-32,-4.74271e-05,0.00185104,-0.00087519,-6.44731e-05,-0.001471,-0.000299789,-11,691,-794,10,-235,40,129,54.1849,,
34,86,24,86,165,229,24,229,165,-0.0512217,2.17509,-0.695449,0.00502656,1.95952,-0.0429771,-11,-11,-11,-11,-11,0,26,4,26,-32,-16,4,-16,-32,-4.731e-05,0.00185127,-0.00087395,-6.46729e-05,-0.00147246,-0.0002997,-11,692,-793,10,-235,40,128,54.1849,,
35,87,24,87,166,228,24,228,166,-0.0512217,2.17581,-0.695671,0.00502656,1.95931,-0.0429771,12,12,12,12,12,0,27,4,27,-31,-17,4,-17,-31,5.21496e-05,0.00199035,-0.00102277,-7.13678e-05,-0.00174288,-0.000368207,12,744,-928,11,-279,49,128,55.1815,,
35,87,24,87,166,228,24,228,166,-0.0512217,2.1759,-0.695782,0.00502656,1.9591,-0.0429771,12,12,12,12,12,0,27,4,27,-31,-17,4,-17,-31,5.20631e-05,0.00199066,-0.00102267,-7.13051e-05,-0.00174329,-0.00036827,12,744,-928,11,-279,49,129,55.1815,,
33,86,23,86,165,230,23,230,165,-0.0512217,2.17617,-0.695893,0.00481712,1.95826,-0.0429771,-20,-20,-20,-20,-20,0,26,3,26,-32,-15,3,-15,-32,-8.31893e-05,0.00180757,-0.000861277,-5.82967e-05,-0.00147698,-0.000285573,-20,675,-781,9,-236,38,128,53.4135,,
33,86,23,86,164,230,23,230,164,-0.0512217,2.17635,-0.696003,0.00481712,1.95679,-0.0432284,-26,-26,-26,-26,-26,0,26,3,26,-33,-15,3,-15,-33,-0.000109391,0.00180765,-0.000832054,-5.77283e-05,-0.00142026,-0.000270502,-26,675,-755,9,-227,36,128,54.0185,,
33,86,24,86,165,230,24,230,165,-0.0512217,2.17635,-0.696151,0.00481712,1.95679,-0.0434797,-25,-25,-25,-25,-25,0,26,4,26,-32,-15,4,-15,-32,-0.000105794,0.00176709,-0.000799783,-5.99199e-05,-0.00134385,-0.000266735,-25,660,-726,9,-215,35,129,53.6097,,
34,86,24,86,165,229,24,229,165,-0.0512217,2.17635,-0.696299,0.00481712,1.95658,-0.0434797,-11,-11,-11,-11,-11,0,26,4,26,-32,-16,4,-16,-32,-4.80326e-05,0.00185378,-0.00087259,-6.39514e-05,-0.00147639,-0.000299828,-11,692,-792,10,-236,40,128,54.1849,,
34,86,24,86,166,229,24,229,166,-0.0512217,2.17644,-0.696484,0.00481712,1.95658,-0.0437311,-3,-3,-3,-3,-3,0,26,4,26,-31,-16,4,-16,-31,-1.28354e-05,0.00182925,-0.000881728,-6.59151e-05,-0.0014979,-0.000315852,-3,683,-800,10,-239,42,129,53.6004,,
34,86,24,86,166,229,24,229,166,-0.0512217,2.17662,-0.696669,0.00481712,1.95617,-0.0437311,-3,-3,-3,-3,-3,0,26,4,26,-31,-16,4,-16,-31,-1.29655e-05,0.00182972,-0.000881552,-6.58127e-05,-0.00149855,-0.000315942,-3,683,-800,10,-240,42,127,53.6004,,
34,86,24,86,166,229,24,229,166,-0.0512217,2.1768,-0.69678,0.00481712,1.95617,-0.0437311,-3,-3,-3,-3,-3,0,26,4,26,-31,-16,4,-16,-31,-1.29494e-05,0.00182991,-0.000881385,-6.58295e-05,-0.0014989,-0.00031593,-3,684,-800,10,-240,42,129,53.6004,,
34,86,24,86,166,229,24,229,166,-0.0512217,2.17707,-0.696927,0.00460768,1.95617,-0.0437311,-3,-3,-3,-3,-3,0,26,4,26,-31,-16,4,-16,-31,-1.29198e-05,0.00183019,-0.000881144,-6.57311e-05,-0.00149949,-0.000315569,-3,684,-799,10,-240,42,130,53.6004,,
33,86,24,86,166,230,24,230,166,-0.0512217,2.1777,-0.697075,0.00460768,1.95596,-0.0439824,-19,-19,-19,-19,-19,0,26,4,26,-31,-15,4,-15,-31,-7.91221e-05,0.00175789,-0.00081651,-6.06416e-05,-0.00138396,-0.000280785,-19,657,-741,9,-221,37,130,53.0189,,
34,86,23,86,167,229,23,229,167,-0.0512217,2.17806,-0.697223,0.00460768,1.95596,-0.0439824,12,12,12,12,12,0,26,3,26,-30,-16,3,-16,-30,5.05299e-05,0.00183193,-0.000939226,-6.67227e-05,-0.00163481,-0.000350358,12,684,-852,10,-261,46,130,52.8299,,
34,86,23,86,167,229,23,229,167,-0.0512217,2.17877,-0.697371,0.00460768,1.95596,-0.0439824,12,12,12,12,12,0,26,3,26,-30,-16,3,-16,-30,5.08201e-05,0.00183208,-0.000938458,-6.6829e-05,-0.00163574,-0.00035009,12,684,-851,10,-262,46,129,52.8299,,
33,86,23,86,166,230,23,230,166,-0.0512217,2.17886,-0.697519,0.00460768,1.95575,-0.0439824,-14,-14,-14,-14,-14,0,26,3,26,-31,-15,3,-15,-31,-5.74379e-05,0.00179908,-0.00087517,-5.87604e-05,-0.00151761,-0.000299234,-14,672,-794,9,-243,39,130,52.8205,,
31,85,22,85,165,231,22,231,165,-0.0512217,2.17895,-0.697667,0.00460768,1.95533,-0.0442337,-23,-23,-23,-23,-23,0,25,2,25,-32,-14,2,-14,-32,-9.62781e-05,0.0016142,-0.000742788,-5.25065e-05,-0.00130339,-0.000251212,-23,603,-674,8,-208,33,129,51.7494,,
33,86,22,86,166,230,22,230,166,-0.0512217,2.17913,-0.697777,0.00460768,1.95533,-0.0444851,-9,-9,-9,-9,-9,0,26,2,26,-31,-15,2,-15,-31,-3.74634e-05,0.00184999,-0.000943723,-5.60001e-05,-0.00166705,-0.000318222,-9,691,-856,8,-267,42,130,52.6783,,
31,85,23,85,166,231,23,231,166,-0.0512217,2.17931,-0.697888,0.00460768,1.95512,-0.0444851,-22,-22,-22,-22,-22,0,25,3,25,-31,-14,3,-14,-31,-9.28209e-05,0.00157485,-0.000711547,-5.46671e-05,-0.0012291,-0.000247593,-22,588,-645,8,-196,33,128,51.2835,,
32,85,23,85,168,230,23,230,168,-0.0512217,2.1794,-0.698036,0.00460768,1.95491,-0.0444851,6,6,6,6,6,0,25,3,25,-29,-15,3,-15,-29,2.55521e-05,0.00160054,-0.000784469,-6.41088e-05,-0.00137538,-0.00031175,6,598,-712,10,-220,41,129,50.6754,,
32,85,23,85,168,230,23,230,168,-0.0512217,2.17949,-0.698147,0.00439824,1.9547,-0.0444851,6,6,6,6,6,0,25,3,25,-29,-15,3,-15,-29,2.54794e-05,0.00160083,-0.000784414,-6.39389e-05,-0.00137578,-0.000311492,6,598,-712,10,-220,41,128,50.6754,,
32,85,23,85,166,230,23,230,166,-0.0512217,2.17958,-0.698258,0.00439824,1.95449,-0.0444851,-9,-9,-9,-9,-9,0,25,3,25,-31,-15,3,-15,-31,-3.9438e-05,0.00165741,-0.000778842,-5.89029e-05,-0.0013567,-0.000280817,-9,619,-707,9,-217,37,130,51.8459,,
32,85,23,85,167,230,23,230,167,-0.0512217,2.17976,-0.698369,0.00439824,1.95386,-0.0444851,-1,-1,-1,-1,-1,0,25,3,25,-30,-15,3,-15,-30,-7.27233e-06,0.00163549,-0.000787017,-6.09817e-05,-0.00137788,-0.000297087,-1,611,-714,9,-220,39,128,51.2543,,
32,85,23,85,167,230,23,230,167,-0.0512217,2.17994,-0.698443,0.00439824,1.95365,-0.0444851,-1,-1,-1,-1,-1,0,25,3,25,-30,-15,3,-15,-30,-7.30439e-06,0.00163568,-0.00078684,-6.09559e-05,-0.00137824,-0.000297103,-1,611,-714,9,-220,39,127,51.2543,,
32,85,23,85,167,230,23,230,167,-0.0512217,2.18021,-0.698554,0.00439824,1.95344,-0.0444851,-1,-1,-1,-1,-1,0,25,3,25,-30,-15,3,-15,-30,-7.32251e-06,0.00163592,-0.000786583,-6.09412e-05,-0.00137874,-0.000297109,-1,611,-714,9,-220,39,129,51.2543,,
31,84,23,84,167,230,23,230,167,-0.0512217,2.18057,-0.698628,0.00439824,1.95344,-0.0444851,0,0,0,0,0,0,24,3,24,-30,-15,3,-15,-30,2.39613e-06,0.00150922,-0.000702387,-6.04865e-05,-0.00123394,-0.0002775,0,564,-637,9,-197,37,128,50.2892,,
31,84,23,84,167,231,23,231,167,-0.0512217,2.18111,-0.698738,0.00439824,1.95302,-0.0444851,-14,-14,-14,-14,-14,0,24,3,24,-30,-14,3,-14,-30,-6.01286e-05,0.00148462,-0.00066272,-5.56785e-05,-0.00114968,-0.000245169,-14,554,-601,8,-184,32,129,49.7092,,
31,84,22,84,167,231,22,231,167,-0.0512217,2.18138,-0.698812,0.00439824,1.95281,-0.0444851,-8,-8,-8,-8,-8,0,24,2,24,-30,-14,2,-14,-30,-3.36896e-05,0.00151459,-0.000711356,-5.5263e-05,-0.00126493,-0.000266101,-8,566,-645,8,-202,35,130,49.558,,
31,84,22,84,167,231,22,231,167,-0.0512217,2.18174,-0.698923,0.00439824,1.95281,-0.0444851,-8,-8,-8,-8,-8,0,24,2,24,-30,-14,2,-14,-30,-3.3654e-05,0.00151476,-0.000711054,-5.5317e-05,-0.0012654,-0.000266076,-8,566,-645,8,-202,35,129,49.558,,
31,84,22,84,167,230,22,230,167,-0.0512217,2.182,-0.69896,0.00439824,1.95281,-0.0444851,8,8,8,8,8,0,24,2,24,-30,-15,2,-15,-30,3.48888e-05,0.00153987,-0.000752881,-6.0764e-05,-0.00135781,-0.00030174,8,575,-683,9,-217,40,129,50.1398,,
31,84,22,84,168,231,22,231,168,-0.0512217,2.18227,-0.699108,0.00439824,1.9526,-0.0444851,0,0,0,0,0,0,24,2,24,-29,-14,2,-14,-29,-3.41419e-06,0.00149394,-0.000718072,-5.75875e-05,-0.00128523,-0.00028174,0,558,-651,9,-205,37,127,48.9592,,
31,84,22,84,167,231,22,231,167,-0.0512217,2.18245,-0.699219,0.00439824,1.9526,-0.0444851,-8,-8,-8,-8,-8,0,24,2,24,-30,-14,2,-14,-30,-3.36483e-05,0.00151526,-0.000710454,-5.53664e-05,-0.0012665,-0.000266073,-8,566,-644,8,-202,35,129,49.558,,
31,84,22,84,167,231,22,231,167,-0.0512217,2.18245,-0.699293,0.00439824,1.9526,-0.0444851,-8,-8,-8,-8,-8,0,24,2,24,-30,-14,2,-14,-30,-3.36659e-05,0.00151536,-0.000710475,-5.5353e-05,-0.00126658,-0.000266089,-8,566,-644,8,-202,35,130,49.558,,
31,84,22,84,167,231,22,231,167,-0.0512217,2.18254,-0.699404,0.00439824,1.9524,-0.0447364,-8,-8,-8,-8,-8,0,24,2,24,-30,-14,2,-14,-30,-3.37248e-05,0.00151558,-0.000710407,-5.53063e-05,-0.00126687,-0.00026613,-8,566,-644,8,-202,35,130,49.558,,
31,84,22,84,167,231,22,231,167,-0.0512217,2.18263,-0.699552,0.00439824,1.95219,-0.0447364,-8,-8,-8,-8,-8,0,24,2,24,-30,-14,2,-14,-30,-3.37925e-05,0.00151586,-0.00071035,-5.52529e-05,-0.0012672,-0.000266179,-8,566,-644,8,-203,35,131,49.558,,
31,84,22,84,168,231,22,231,168,-0.0512217,2.18263,-0.699625,0.00439824,1.95156,-0.0447364,0,0,0,0,0,0,24,2,24,-29,-14,2,-14,-29,-3.75063e-06,0.00149503,-0.0007178,-5.73333e-05,-0.00128659,-0.000281981,0,558,-651,9,-206,37,130,48.9592,,
31,84,22,84,168,231,22,231,168,-0.0512217,2.1829,-0.699662,0.00439824,1.95093,-0.0447364,0,0,0,0,0,0,24,2,24,-29,-14,2,-14,-29,-3.86208e-06,0.00149529,-0.000717513,-5.7242e-05,-0.00128714,-0.000282045,0,558,-651,9,-206,37,129,48.9592,,
30,84,22,84,167,232,22,232,167,-0.0512217,2.18308,-0.699736,0.0041888,1.95072,-0.0447364,-20,-20,-20,-20,-20,0,24,2,24,-30,-13,2,-13,-30,-8.46448e-05,0.00143935,-0.000646983,-5.04172e-05,-0.00114778,-0.000233478,-20,538,-587,8,-183,31,128,49.0102,,
31,84,22,84,168,231,22,231,168,-0.0512217,2.18317,-0.699773,0.0041888,1.95051,-0.0447364,0,0,0,0,0,0,24,2,24,-29,-14,2,-14,-29,-3.93619e-06,0.00149562,-0.000717277,-5.70747e-05,-0.00128775,-0.000281797,0,559,-651,9,-206,37,132,48.9592,,
31,84,22,84,168,231,22,231,168,-0.0512217,2.18335,-0.69981,0.0041888,1.9503,-0.0447364,0,0,0,0,0,0,24,2,24,-29,-14,2,-14,-29,-3.95596e-06,0.00149574,-0.000717104,-5.7057e-05,-0.00128805,-0.000281803,0,559,-651,9,-206,37,130,48.9592,,
31,84,22,84,168,231,22,231,168,-0.0512217,2.18353,-0.699847,0.0041888,1.9503,-0.0447364,0,0,0,0,0,0,24,2,24,-29,-14,2,-14,-29,-3.91763e-06,0.00149578,-0.000716948,-5.70847e-05,-0.00128825,-0.000281771,0,559,-650,9,-206,37,128,48.9592,,
31,84,22,84,167,231,22,231,167,-0.0512217,2.18389,-0.699884,0.0041888,1.95009,-0.0447364,-8,-8,-8,-8,-8,0,24,2,24,-30,-14,2,-14,-30,-3.41349e-05,0.00151703,-0.000709129,-5.48965e-05,-0.00126964,-0.000266092,-8,567,-643,8,-203,35,130,49.558,,
31,84,22,84,168,231,22,231,168,-0.0512217,2.18425,-0.699958,0.0041888,1.95009,-0.0447364,0,0,0,0,0,0,24,2,24,-29,-14,2,-14,-29,-3.81194e-06,0.00149598,-0.000716297,-5.71568e-05,-0.0012891,-0.000281668,0,559,-650,9,-206,37,129,48.9592,,
